,VICTIMA_PERUANA,EDAD_VICTIMA,VICTIMA_GESTANDO,N_HIJOS,ESTADO_CIVIL_VICTIMA,ESTUDIA,TRABAJA_VICTIMA,TIENE_SEGURO,DIST_DOMICILIO
27087,1,32,0,1,1,0,0,0,Rimac
27088,1,24,0,1,1,0,1,1,Rimac
27089,1,60,0,1,1,0,1,0,Rimac
27090,1,63,0,1,1,0,0,1,Rimac
27091,1,20,0,0,1,1,1,1,Rimac
27092,1,31,0,1,1,0,1,1,Rimac
27093,1,38,0,1,1,0,1,1,Rimac
27094,1,31,0,1,1,0,0,0,Rimac
27095,1,52,0,1,1,0,1,1,Rimac
27096,1,30,0,0,1,0,1,1,Rimac
27097,1,38,0,1,1,0,0,0,Rimac
27098,1,32,0,1,1,0,1,1,Rimac
27099,1,69,0,1,1,0,1,1,Rimac
27100,1,24,0,1,1,0,0,1,Rimac
27101,1,40,0,1,1,0,0,1,Rimac
27102,1,62,0,0,1,0,1,1,Rimac
27104,1,26,0,1,1,0,0,1,Rimac
27105,1,19,0,1,1,0,0,1,Rimac
27106,1,30,0,1,1,0,1,1,Rimac
27107,1,17,0,0,1,0,0,0,Rimac
27108,1,29,0,1,1,1,0,0,Rimac
27109,1,31,0,0,1,0,0,1,Rimac
27110,1,44,0,1,1,0,0,1,Rimac
27111,1,49,0,1,1,0,1,1,Rimac
27112,1,22,0,1,1,0,0,1,Rimac
27114,1,13,0,0,1,1,0,1,Rimac
27115,1,40,0,1,1,0,0,1,Rimac
27116,1,58,0,1,1,1,0,1,Rimac
27117,1,36,0,1,1,0,1,1,Rimac
27118,1,42,0,1,1,0,1,0,Rimac
27119,1,51,0,1,1,0,1,1,Rimac
27121,1,31,0,1,1,0,0,1,Rimac
27122,1,28,0,1,1,0,1,1,Rimac
27124,1,17,0,0,1,0,0,1,Rimac
27125,1,8,0,0,1,1,0,1,Rimac
27126,1,61,0,1,1,0,0,1,Rimac
27127,1,34,0,0,1,0,0,1,Rimac
27128,1,39,0,1,1,0,0,1,Rimac
27129,1,39,0,1,1,0,0,1,Rimac
27130,1,72,0,1,1,0,0,1,Rimac
27131,1,54,0,1,1,0,0,1,Rimac
27132,1,9,0,0,1,1,0,1,Rimac
27133,1,37,0,0,1,0,0,0,Rimac
27134,1,15,0,0,1,1,0,1,Rimac
27135,1,62,0,1,1,0,0,1,Rimac
27136,1,60,0,0,1,0,0,1,Rimac
27137,1,10,0,0,1,1,0,1,Rimac
27138,1,13,0,0,1,1,0,1,La Victoria
27139,1,81,0,1,1,0,0,1,Rimac
27141,1,10,0,0,1,1,0,0,Rimac
27142,1,30,0,1,1,0,0,1,Rimac
27143,1,24,0,1,1,0,0,0,Rimac
27144,1,51,0,1,1,0,1,1,Rimac
27145,1,49,0,1,1,0,1,1,Rimac
27146,1,30,0,1,1,0,1,1,Rimac
27148,1,46,0,1,1,0,0,1,Rimac
27149,1,34,0,1,1,0,1,0,Rimac
27150,1,33,0,1,1,0,1,1,Rimac
27151,1,16,0,0,1,1,0,0,Rimac
27152,1,14,0,0,1,1,0,1,Lurigancho
27153,1,43,0,1,1,0,1,1,Rimac
27154,1,46,0,1,1,0,1,1,Rimac
27155,1,24,1,1,1,0,0,1,Rimac
27156,1,43,0,1,1,0,0,1,Rimac
27157,1,24,0,0,1,0,1,0,Rimac
27158,1,16,0,0,1,1,0,1,Rimac
27159,1,64,0,1,1,0,1,1,Rimac
27160,1,41,0,1,1,0,1,1,Rimac
27161,1,23,0,0,1,1,0,1,Rimac
27162,1,41,0,1,1,0,0,1,Rimac
27163,1,54,0,1,1,0,1,1,Rimac
27164,1,15,0,1,1,1,0,1,Rimac
27165,1,31,0,0,1,0,1,1,Rimac
27166,1,40,0,1,1,0,1,0,Rimac
27167,1,14,0,0,1,1,0,0,Rimac
27168,1,22,1,0,1,0,0,1,Rimac
27169,1,20,0,0,1,1,0,0,Santa Anita
27170,1,20,0,0,1,1,0,0,Santa Anita
27171,1,72,0,0,1,0,0,1,Rimac
27172,1,25,0,0,1,0,1,1,Rimac
27173,1,12,0,0,1,1,0,1,Rimac
27174,1,16,0,0,1,1,0,1,Rimac
27175,1,7,0,0,1,1,0,1,Rimac
27176,1,24,0,1,1,0,1,1,Independencia
27177,1,19,0,0,1,0,1,1,Rimac
27178,1,39,0,1,1,0,0,0,Rimac
27179,1,45,0,1,1,0,1,0,Rimac
27180,1,18,0,0,1,0,0,0,Rimac
27181,1,15,0,0,1,1,0,0,Rimac
27182,1,15,0,0,1,1,0,0,Rimac
27183,1,20,0,1,1,0,1,0,Rimac
27184,1,68,0,1,1,0,0,1,Rimac
27185,1,54,0,1,1,0,1,1,Rimac
27187,1,24,0,1,1,0,1,1,Rimac
27188,1,20,0,0,1,1,0,1,Rimac
27189,1,23,0,1,1,0,1,1,Rimac
27190,1,21,0,1,1,0,0,1,Rimac
27191,1,20,0,1,1,0,0,1,Rimac
27192,1,14,0,0,1,1,0,1,Rimac
27193,1,14,0,0,1,1,0,1,Rimac
27194,1,14,0,0,1,1,0,1,Rimac
27195,1,78,0,1,1,0,0,1,Rimac
27196,1,78,0,1,1,0,0,1,Rimac
27197,1,44,0,0,1,0,0,1,Rimac
27198,1,32,0,1,1,0,0,1,Rimac
27199,1,10,0,0,1,0,0,1,Rimac
27200,1,6,0,0,1,0,0,1,Rimac
27201,1,15,0,0,1,1,0,1,Rimac
27202,1,22,0,0,1,1,0,1,Rimac
27204,1,13,0,0,1,1,0,1,Rimac
27205,1,33,0,1,1,0,0,1,Rimac
27206,1,39,0,1,1,0,0,1,Rimac
27208,1,22,0,1,1,0,0,1,Rimac
27209,1,8,0,0,1,1,0,1,Rimac
27211,1,42,0,1,1,0,1,1,Rimac
27213,1,31,0,1,1,0,1,0,Rimac
27215,1,10,0,0,1,1,0,0,Rimac
27218,1,77,0,1,1,0,0,1,Rimac
27219,1,15,0,0,1,0,0,1,Rimac
27220,1,33,0,1,1,0,1,1,Rimac
27221,1,47,0,1,1,0,0,0,Rimac
27222,1,19,0,1,1,0,0,1,Rimac
27223,1,52,0,1,1,0,0,1,Rimac
27224,1,33,0,1,1,0,1,1,Rimac
27227,1,45,0,1,1,0,1,1,Rimac
27228,1,27,0,1,1,0,1,1,Rimac
27229,1,41,0,1,1,1,1,1,Rimac
27230,1,1,0,0,1,0,0,1,Rimac
27231,1,16,0,0,1,1,0,1,Rimac
27232,1,42,0,1,1,0,1,1,Rimac
27233,1,27,0,1,1,0,1,0,Rimac
27234,1,34,0,1,1,0,0,0,Rimac
27236,1,15,0,0,1,1,0,1,Rimac
27237,1,55,0,1,1,0,1,1,Rimac
27238,1,26,0,0,1,1,1,1,Rimac
27240,1,68,0,0,1,0,0,1,Rimac
27241,1,45,0,1,1,0,1,0,Rimac
27242,1,26,0,1,1,0,1,0,Rimac
27243,1,30,0,0,1,0,1,1,Rimac
27244,1,17,0,0,1,1,0,1,Rimac
27245,1,36,0,1,1,0,1,0,Rimac
27246,1,54,0,1,1,0,0,1,Rimac
27247,1,22,0,0,1,1,0,1,Rimac
27248,1,10,0,0,1,1,0,1,Rimac
27249,1,32,0,1,1,0,1,1,Rimac
27250,1,10,0,0,1,1,0,1,Rimac
27251,1,32,0,0,1,0,1,0,Rimac
27252,1,29,0,1,1,0,1,1,Rimac
27253,0,42,0,0,1,0,1,1,Rimac
27254,1,13,0,0,1,1,0,0,Rimac
27255,1,2,0,0,1,0,0,0,Rimac
27256,1,13,0,0,1,1,0,0,Rimac
27258,1,40,0,0,1,0,0,0,Rimac
27259,1,21,0,1,1,0,0,0,Rimac
27260,1,48,0,1,1,0,0,1,Rimac
27261,1,21,0,1,1,0,1,0,Rimac
27262,0,22,0,1,1,0,1,0,Rimac
27263,1,69,0,1,1,0,1,1,Rimac
27264,1,12,0,0,1,1,0,1,Rimac
27265,1,5,0,0,1,0,0,1,Rimac
27266,1,10,0,0,1,1,0,1,Rimac
27267,1,25,0,1,1,0,0,1,Los Olivos
27269,1,51,0,0,1,0,1,1,Rimac
27270,1,48,0,1,1,0,0,0,San Miguel
27272,1,16,0,0,1,0,0,0,Rimac
27273,1,23,1,1,1,0,0,1,Rimac
27274,1,72,0,1,1,0,0,1,Rimac
27275,1,27,0,1,1,0,0,0,Rimac
27276,1,25,0,0,1,0,1,1,Rimac
27277,1,14,0,0,1,1,0,1,Rimac
27279,1,36,0,1,1,0,1,1,Rimac
27280,1,13,0,0,1,1,0,1,Rimac
27281,1,13,0,0,1,1,0,1,Rimac
27282,1,13,0,0,1,1,0,1,Rimac
27283,1,13,0,0,1,1,0,1,Rimac
27284,0,35,1,1,1,0,1,0,Rimac
27285,1,23,0,0,1,0,0,0,Rimac
27286,1,37,0,1,1,0,1,1,Rimac
27287,1,27,0,1,1,0,0,1,Rimac
27288,1,63,0,1,1,0,1,1,Rimac
27290,1,7,0,0,1,0,0,1,Rimac
27293,1,66,0,1,1,0,1,0,Rimac
27295,1,27,0,1,1,0,0,0,Rimac
27296,1,46,0,1,1,0,0,1,Rimac
27297,1,46,0,1,1,0,1,1,Rimac
27298,1,15,0,0,1,1,0,1,Comas
27299,1,39,0,1,1,0,1,1,Rimac
27300,1,17,0,0,1,0,0,1,Rimac
27301,1,30,0,0,1,0,0,0,Rimac
27302,1,37,0,1,1,0,1,0,Rimac
27303,1,44,0,1,1,0,0,1,Rimac
27304,1,39,0,1,1,0,0,0,Rimac
27305,1,37,0,1,1,0,1,1,Rimac
27306,1,47,0,1,1,0,1,1,Rimac
27307,1,19,0,1,1,0,1,0,Rimac
27308,1,49,0,1,1,0,1,1,Rimac
27309,1,33,0,1,1,0,0,1,Ate
27311,1,31,0,1,1,0,0,1,Rimac
27312,1,55,0,1,1,0,0,1,Rimac
27313,1,48,0,1,1,0,1,1,Rimac
27314,1,51,0,1,1,0,1,1,Puente Piedra
27315,1,49,0,1,1,0,1,1,Rimac
27316,1,38,0,1,1,0,1,1,Rimac
27317,1,35,0,1,1,0,1,1,Rimac
27318,1,61,0,1,1,0,1,1,Rimac
27319,1,61,0,1,1,0,1,1,Rimac
27320,1,31,0,1,1,0,0,1,Rimac
27321,1,2,0,0,1,0,0,1,Rimac
27323,1,43,0,1,1,0,1,0,Rimac
27324,1,26,0,1,1,0,0,1,Rimac
27325,1,17,0,1,1,1,0,1,Rimac
27326,1,15,0,0,1,1,0,0,Rimac
27327,1,15,0,0,1,1,0,0,Rimac
27328,1,40,0,1,1,0,1,1,Rimac
27331,1,15,0,0,1,1,0,1,Rimac
27332,1,39,0,1,1,0,0,1,Rimac
27334,1,31,0,1,1,0,0,1,Rimac
27335,1,12,0,0,1,1,0,1,Rimac
27337,0,21,0,1,1,0,0,0,Rimac
27338,1,32,0,1,1,0,1,1,Rimac
27339,1,50,0,1,1,0,1,1,Rimac
27340,1,65,0,1,1,0,1,1,Rimac
27341,1,47,0,1,1,0,1,1,Rimac
27342,1,15,0,0,1,1,0,1,Rimac
27343,1,42,0,1,1,0,0,1,Rimac
27344,1,36,0,1,1,0,1,1,Rimac
27345,1,50,0,0,1,0,0,1,Rimac
27346,1,14,0,0,1,1,0,1,Rimac
27347,1,20,0,1,1,0,0,1,Rimac
27348,1,42,0,1,1,0,1,1,San Martin de Porres
27349,1,24,0,1,1,0,1,1,San Martin de Porres
27350,1,9,0,0,1,1,0,1,San Martin de Porres
27351,1,74,0,1,1,0,1,1,San Martin de Porres
27353,1,4,0,0,1,1,0,0,San Martin de Porres
27355,1,5,0,0,1,1,0,0,San Martin de Porres
27356,1,19,0,0,1,1,0,1,San Martin de Porres
27357,1,28,0,1,1,0,1,1,San Martin de Porres
27358,1,64,0,1,1,0,1,1,San Martin de Porres
27359,1,46,0,1,1,0,1,1,San Martin de Porres
27362,1,7,0,0,1,1,0,1,Magdalena del Mar
27364,1,16,0,0,1,1,0,0,San Martin de Porres
27365,1,32,0,1,1,0,1,1,Villa Maria del Triunfo
27366,1,11,0,0,1,1,0,1,San Martin de Porres
27367,1,26,0,1,1,0,0,0,San Martin de Porres
27368,1,19,1,1,1,0,0,1,San Martin de Porres
27369,1,22,1,0,1,0,1,1,San Martin de Porres
27370,1,10,0,0,1,0,0,1,San Martin de Porres
27371,1,33,0,1,1,1,0,1,San Martin de Porres
27372,1,51,0,1,1,0,0,1,San Martin de Porres
27373,1,38,0,1,1,0,1,1,San Martin de Porres
27374,1,88,0,1,1,0,0,1,San Martin de Porres
27375,1,30,0,1,1,0,0,1,San Martin de Porres
27376,1,45,0,1,1,0,0,1,San Martin de Porres
27377,1,44,0,1,1,0,1,0,San Martin de Porres
27378,1,15,0,0,1,0,0,0,San Martin de Porres
27379,1,71,0,1,1,0,1,1,Puente Piedra
27380,1,25,1,1,1,0,0,1,San Martin de Porres
27381,1,25,0,1,1,0,0,0,Comas
27382,1,52,0,1,1,0,0,1,San Martin de Porres
27383,1,8,0,0,1,1,0,1,San Martin de Porres
27384,1,26,0,1,1,0,0,1,Independencia
27385,1,18,0,1,1,0,0,1,San Martin de Porres
27386,1,31,0,1,1,1,1,1,San Martin de Porres
27387,1,26,0,1,1,0,1,1,San Martin de Porres
27388,1,41,0,1,1,0,1,1,San Martin de Porres
27389,1,35,0,1,1,0,1,1,San Martin de Porres
27390,1,29,0,1,1,0,1,1,San Martin de Porres
27391,1,42,0,1,1,0,1,1,San Martin de Porres
27392,1,87,0,1,1,0,1,1,San Martin de Porres
27393,1,18,0,1,1,0,0,1,San Martin de Porres
27394,1,40,0,1,1,0,1,1,San Martin de Porres
27396,1,26,0,1,1,0,0,1,San Martin de Porres
27397,1,26,0,1,1,0,0,0,San Martin de Porres
27398,1,42,0,0,1,0,0,1,San Martin de Porres
27399,1,24,0,1,1,0,0,0,San Martin de Porres
27400,1,18,0,0,1,1,0,1,San Martin de Porres
27401,1,18,0,0,1,1,0,1,San Martin de Porres
27402,1,55,0,1,1,0,1,1,San Martin de Porres
27403,1,55,0,1,1,0,1,1,San Martin de Porres
27404,1,15,0,0,1,0,0,1,San Martin de Porres
27405,1,16,0,0,1,0,0,1,San Martin de Porres
27408,1,26,0,1,1,0,0,1,San Martin de Porres
27409,1,24,0,0,1,0,0,1,San Martin de Porres
27410,1,87,0,1,1,0,1,1,San Martin de Porres
27411,1,87,0,1,1,0,1,1,San Martin de Porres
27412,1,44,0,1,1,0,1,1,San Martin de Porres
27413,1,44,0,1,1,0,1,1,San Martin de Porres
27414,1,19,0,1,1,0,1,1,San Martin de Porres
27415,1,29,0,1,1,0,0,1,San Martin de Porres
27416,1,24,1,1,1,0,1,1,San Martin de Porres
27417,1,17,0,0,1,1,0,1,San Martin de Porres
27419,1,13,0,0,1,1,0,1,San Martin de Porres
27421,1,28,0,1,1,0,1,1,San Martin de Porres
27422,1,61,0,1,1,0,0,1,San Martin de Porres
27423,1,61,0,1,1,0,0,1,San Martin de Porres
27424,1,58,0,1,1,0,0,1,San Martin de Porres
27425,1,33,0,1,1,0,1,1,San Martin de Porres
27426,1,82,0,1,1,0,0,1,San Martin de Porres
27427,1,30,0,1,1,1,1,0,San Martin de Porres
27428,1,22,0,1,1,0,1,1,San Martin de Porres
27429,1,37,0,1,1,0,1,1,San Martin de Porres
27430,1,37,0,1,1,0,1,1,San Martin de Porres
27432,1,18,0,0,1,1,0,1,San Martin de Porres
27433,1,35,0,1,1,0,0,1,San Martin de Porres
27434,1,11,0,0,1,0,0,1,San Martin de Porres
27435,1,69,0,1,1,0,0,1,San Martin de Porres
27436,1,46,0,1,1,0,0,1,San Martin de Porres
27437,1,29,0,1,1,0,0,1,San Martin de Porres
27438,1,38,0,1,1,0,1,1,San Martin de Porres
27439,1,75,0,1,1,0,0,0,San Martin de Porres
27440,1,47,0,1,1,0,0,1,San Martin de Porres
27441,1,38,0,1,1,0,0,1,San Martin de Porres
27443,1,29,0,1,1,0,1,1,San Martin de Porres
27444,1,43,0,1,1,0,0,1,San Martin de Porres
27445,1,12,0,0,1,0,0,1,San Martin de Porres
27447,1,30,0,1,1,0,0,1,San Martin de Porres
27449,1,25,0,1,1,0,1,1,San Martin de Porres
27450,1,22,0,1,1,0,1,1,San Martin de Porres
27451,1,35,0,1,1,0,1,1,San Martin de Porres
27452,1,62,0,1,1,0,1,1,San Martin de Porres
27454,1,31,0,1,1,0,1,1,San Martin de Porres
27456,1,41,0,1,1,0,1,1,San Martin de Porres
27457,1,48,0,1,1,0,1,1,San Martin de Porres
27458,1,44,0,1,1,0,1,1,San Martin de Porres
27459,1,25,0,1,1,0,1,1,Independencia
27460,1,81,0,1,1,0,0,1,San Martin de Porres
27461,1,81,0,1,1,0,0,1,San Martin de Porres
27462,1,58,0,1,1,0,0,1,San Martin de Porres
27464,1,48,0,1,1,0,0,0,San Martin de Porres
27465,1,32,0,1,1,0,1,1,San Martin de Porres
27466,1,32,0,1,1,0,0,0,San Martin de Porres
27467,1,53,0,1,1,0,0,1,San Martin de Porres
27468,1,4,0,0,1,0,0,0,San Martin de Porres
27469,1,57,0,1,1,0,1,0,San Martin de Porres
27470,1,18,0,0,1,0,0,1,San Martin de Porres
27471,1,39,0,0,1,0,0,1,San Martin de Porres
27472,1,19,0,0,1,0,0,0,San Martin de Porres
27473,1,49,0,1,1,0,0,1,San Martin de Porres
27475,1,27,0,1,1,0,1,1,San Martin de Porres
27476,1,27,0,1,1,0,0,0,San Martin de Porres
27478,1,28,0,1,1,0,0,1,San Martin de Porres
27479,1,27,0,1,1,0,1,1,San Martin de Porres
27480,1,28,0,1,1,0,0,1,San Martin de Porres
27481,1,32,0,1,1,0,1,0,San Martin de Porres
27483,1,58,0,1,1,0,1,1,San Martin de Porres
27484,1,79,0,1,1,0,0,1,San Martin de Porres
27485,1,40,0,1,1,0,1,1,San Martin de Porres
27486,1,25,0,1,1,0,1,1,San Martin de Porres
27487,1,49,0,1,1,0,1,0,San Martin de Porres
27488,1,49,0,1,1,0,1,0,San Martin de Porres
27489,1,22,0,1,1,0,0,1,San Martin de Porres
27490,1,33,0,0,1,0,1,1,San Martin de Porres
27491,1,27,0,0,1,0,1,1,Carabayllo
27492,1,53,0,1,1,0,0,0,Carabayllo
27493,1,26,0,1,1,0,1,1,San Martin de Porres
27494,1,30,0,1,1,0,0,0,San Martin de Porres
27495,1,61,0,1,1,0,0,1,San Martin de Porres
27497,1,28,0,1,1,0,1,0,San Martin de Porres
27498,1,68,0,1,1,0,0,1,San Martin de Porres
27499,1,87,0,1,1,0,1,1,San Martin de Porres
27500,1,51,0,1,1,0,1,0,San Martin de Porres
27501,1,37,0,1,1,0,1,0,San Martin de Porres
27502,0,50,0,0,1,0,0,0,San Martin de Porres
27503,1,33,0,1,1,0,0,1,San Martin de Porres
27504,1,65,0,1,1,0,1,1,San Martin de Porres
27505,1,25,0,1,1,0,1,1,San Martin de Porres
27509,1,65,0,0,1,0,0,1,San Martin de Porres
27510,1,31,0,1,1,1,1,1,San Martin de Porres
27511,1,25,0,1,1,0,1,1,San Martin de Porres
27512,1,20,0,0,1,0,0,0,San Martin de Porres
27513,1,20,0,0,1,0,0,1,San Martin de Porres
27514,1,19,0,0,1,0,0,0,San Martin de Porres
27515,1,26,0,1,1,0,1,0,San Martin de Porres
27516,1,25,0,1,1,1,1,0,San Martin de Porres
27517,1,10,0,0,1,1,0,0,San Martin de Porres
27518,1,63,0,1,1,0,1,1,San Martin de Porres
27519,1,34,0,1,1,0,0,0,San Martin de Porres
27520,1,44,0,1,1,0,1,1,San Martin de Porres
27521,1,30,0,0,1,0,1,1,San Martin de Porres
27522,1,16,0,0,1,0,0,0,San Martin de Porres
27523,1,13,0,0,1,0,0,0,San Martin de Porres
27524,1,74,0,1,1,0,0,0,San Martin de Porres
27526,1,33,0,1,1,0,1,0,San Martin de Porres
27527,1,42,0,0,1,0,1,0,San Martin de Porres
27528,1,5,0,0,1,0,0,0,San Martin de Porres
27529,1,20,0,0,1,1,1,0,San Martin de Porres
27530,1,47,0,1,1,0,1,0,San Martin de Porres
27534,1,46,0,1,1,0,1,0,San Martin de Porres
27536,1,16,0,1,1,1,0,1,San Martin de Porres
27538,1,6,0,0,1,1,0,1,San Martin de Porres
27539,1,75,0,1,1,0,0,1,San Martin de Porres
27540,1,43,0,1,1,0,1,0,San Martin de Porres
27541,1,58,0,1,1,0,0,1,San Martin de Porres
27542,1,10,0,0,1,1,0,1,San Martin de Porres
27543,1,31,0,1,1,0,1,1,San Martin de Porres
27547,1,28,0,1,1,0,0,0,San Martin de Porres
27548,1,14,0,0,1,1,0,1,San Martin de Porres
27549,1,31,0,1,1,1,0,0,San Martin de Porres
27550,1,8,0,0,1,1,0,1,San Martin de Porres
27551,1,65,0,1,1,0,1,1,San Martin de Porres
27552,1,32,0,1,1,0,1,1,San Martin de Porres
27553,1,0,0,0,1,0,0,1,San Martin de Porres
27554,1,33,0,0,1,1,1,1,San Martin de Porres
27555,1,27,0,1,1,0,1,1,San Martin de Porres
27556,1,32,0,1,1,0,1,0,San Martin de Porres
27557,1,36,0,1,1,0,1,0,San Martin de Porres
27558,1,41,0,1,1,0,1,1,San Martin de Porres
27560,0,43,0,1,1,0,1,0,San Martin de Porres
27561,1,14,0,0,1,0,0,1,San Martin de Porres
27564,1,46,0,1,1,0,1,1,San Martin de Porres
27565,1,31,0,1,1,0,1,0,San Martin de Porres
27566,1,64,0,1,1,0,1,1,San Martin de Porres
27567,1,15,0,0,1,1,0,1,San Martin de Porres
27568,1,14,0,0,1,1,0,1,San Martin de Porres
27569,1,29,0,1,1,0,1,1,San Martin de Porres
27570,1,61,0,1,1,0,1,1,San Martin de Porres
27571,1,18,0,0,1,0,0,1,San Martin de Porres
27572,1,82,0,1,1,0,0,1,San Martin de Porres
27573,1,60,0,0,1,0,1,0,San Martin de Porres
27574,1,60,0,0,1,0,1,0,San Martin de Porres
27575,1,60,0,0,1,0,1,0,San Martin de Porres
27576,0,22,0,1,1,0,1,0,San Martin de Porres
27577,1,15,0,1,1,0,1,1,San Martin de Porres
27578,1,51,0,1,1,1,1,1,Pueblo Libre
27579,1,23,0,1,1,0,1,1,San Martin de Porres
27580,1,31,0,1,1,0,1,1,San Martin de Porres
27581,1,25,0,1,1,0,0,1,Carabayllo
27582,1,15,0,0,1,1,0,1,San Martin de Porres
27583,1,45,0,1,1,0,0,1,San Martin de Porres
27584,1,34,0,1,1,0,1,1,San Martin de Porres
27585,1,67,0,1,1,0,0,1,San Martin de Porres
27586,1,47,0,1,1,0,1,1,San Martin de Porres
27587,1,76,0,1,1,0,0,1,San Martin de Porres
27590,1,46,0,1,1,0,0,1,San Martin de Porres
27592,1,24,0,1,1,1,1,1,San Martin de Porres
27593,1,58,0,1,1,0,1,1,San Martin de Porres
27595,1,24,0,1,1,0,1,1,San Martin de Porres
27596,1,18,0,1,1,0,0,1,San Martin de Porres
27597,1,11,0,0,1,1,0,0,San Martin de Porres
27598,1,27,0,1,1,0,0,1,San Martin de Porres
27599,0,39,0,1,1,0,1,0,San Martin de Porres
27600,1,13,0,0,1,1,0,1,San Martin de Porres
27601,1,85,0,1,1,0,0,1,San Martin de Porres
27602,1,85,0,1,1,0,0,1,San Martin de Porres
27603,1,40,0,1,1,0,1,1,San Martin de Porres
27604,0,36,0,1,1,0,1,0,San Martin de Porres
27605,1,37,0,1,1,0,1,1,San Martin de Porres
27606,1,31,0,1,1,1,1,1,San Martin de Porres
27607,1,25,0,1,1,0,0,1,San Martin de Porres
27608,1,11,0,0,1,1,0,1,San Martin de Porres
27609,1,65,0,1,1,0,1,1,San Martin de Porres
27610,1,65,0,1,1,0,1,1,San Martin de Porres
27611,1,32,0,0,1,0,1,1,San Martin de Porres
27614,1,31,0,1,1,0,1,1,San Martin de Porres
27616,0,29,0,1,1,0,1,1,San Martin de Porres
27617,1,37,0,1,1,0,0,1,San Martin de Porres
27619,1,66,0,1,1,0,0,1,San Martin de Porres
27620,1,39,0,1,1,0,1,1,San Martin de Porres
27621,1,30,0,0,1,0,1,1,San Martin de Porres
27622,1,8,0,0,1,1,0,1,San Martin de Porres
27623,1,66,0,1,1,0,1,0,San Martin de Porres
27624,1,44,0,1,1,0,1,1,San Martin de Porres
27625,1,54,0,1,1,0,1,1,San Martin de Porres
27626,1,34,0,1,1,0,1,1,San Martin de Porres
27627,1,19,0,0,1,1,0,0,San Martin de Porres
27628,1,19,0,0,1,0,0,0,San Martin de Porres
27629,1,3,0,0,1,1,0,1,San Martin de Porres
27630,1,3,0,0,1,1,0,1,San Martin de Porres
27631,1,3,0,0,1,1,0,1,San Martin de Porres
27632,1,22,0,1,1,0,1,0,San Martin de Porres
27633,1,38,0,1,1,0,0,1,San Martin de Porres
27634,0,25,0,1,1,0,1,0,San Martin de Porres
27635,1,46,0,1,1,0,0,0,San Martin de Porres
27636,1,11,0,0,1,1,0,0,San Martin de Porres
27637,1,31,0,1,1,0,0,0,San Martin de Porres
27638,0,31,0,1,1,0,0,0,San Martin de Porres
27639,1,48,0,1,1,0,1,1,San Martin de Porres
27640,1,25,0,1,1,0,1,1,San Martin de Porres
27641,1,25,0,1,1,0,1,1,San Martin de Porres
27642,1,10,0,0,1,1,0,1,San Martin de Porres
27643,1,32,0,1,1,1,1,0,San Martin de Porres
27645,1,13,0,0,1,1,0,1,San Martin de Porres
27646,1,14,0,0,1,1,0,1,San Martin de Porres
27647,1,32,0,1,1,1,1,1,San Martin de Porres
27648,1,22,0,0,1,0,0,0,San Martin de Porres
27649,1,25,1,0,1,0,0,1,San Martin de Porres
27650,1,5,0,0,1,0,0,1,San Martin de Porres
27651,1,9,0,0,1,1,0,1,San Martin de Porres
27652,1,13,0,0,1,0,0,1,San Martin de Porres
27653,1,13,0,0,1,0,0,1,San Martin de Porres
27654,1,13,0,0,1,0,0,1,San Martin de Porres
27655,1,13,0,0,1,0,0,1,San Martin de Porres
27656,1,13,0,0,1,0,0,1,San Martin de Porres
27657,1,83,0,1,1,0,0,1,San Martin de Porres
27658,1,83,0,1,1,0,0,1,San Martin de Porres
27659,1,77,0,0,1,0,0,1,San Martin de Porres
27660,1,61,0,1,1,0,0,1,San Martin de Porres
27661,1,61,0,1,1,0,0,1,San Martin de Porres
27663,1,45,0,1,1,0,0,0,San Martin de Porres
27665,1,32,1,1,1,1,0,0,San Martin de Porres
27666,1,49,0,0,1,0,0,1,San Martin de Porres
27668,1,77,0,1,1,0,0,1,San Martin de Porres
27673,1,23,0,1,1,0,0,0,San Martin de Porres
27674,1,26,0,1,1,0,1,1,San Martin de Porres
27675,1,40,0,0,1,0,1,1,San Martin de Porres
27676,1,45,0,0,1,0,1,1,San Martin de Porres
27677,1,45,0,0,1,0,1,1,San Martin de Porres
27678,1,45,0,0,1,0,1,1,San Martin de Porres
27679,1,45,0,0,1,0,1,1,San Martin de Porres
27682,1,27,0,1,1,0,1,0,San Martin de Porres
27683,1,11,0,0,1,1,0,0,San Martin de Porres
27684,1,7,0,0,1,1,0,0,San Martin de Porres
27687,1,13,0,0,1,1,0,1,San Martin de Porres
27688,1,81,0,1,1,0,0,1,San Martin de Porres
27690,1,14,0,0,1,1,0,1,San Martin de Porres
27692,1,7,0,0,1,1,0,1,San Martin de Porres
27693,1,22,0,0,1,0,1,0,San Martin de Porres
27694,1,45,0,1,1,0,1,1,San Martin de Porres
27695,1,27,0,1,1,0,0,0,San Martin de Porres
27696,1,38,0,1,1,0,0,1,San Martin de Porres
27697,1,38,0,1,1,0,0,1,San Martin de Porres
27698,1,38,0,1,1,0,0,1,San Martin de Porres
27699,1,38,0,1,1,0,0,1,San Martin de Porres
27700,1,22,0,1,1,0,0,0,San Martin de Porres
27701,1,35,0,1,1,0,0,1,San Martin de Porres
27706,1,2,0,0,1,0,0,1,San Martin de Porres
27707,1,2,0,0,1,0,0,1,San Martin de Porres
27708,1,2,0,0,1,0,0,1,San Martin de Porres
