,VICTIMA_PERUANA,EDAD_VICTIMA,VICTIMA_GESTANDO,N_HIJOS,ESTADO_CIVIL_VICTIMA,ESTUDIA,TRABAJA_VICTIMA,TIENE_SEGURO,DIST_DOMICILIO
55285,1,41,0,1,1,0,1,0,Puente Piedra
55286,1,40,0,1,1,0,0,1,Puente Piedra
55287,1,15,0,0,1,1,0,1,Puente Piedra
55288,1,48,0,1,1,0,0,0,Puente Piedra
55290,1,38,0,1,1,0,1,1,Puente Piedra
55291,1,21,0,0,1,1,0,1,Puente Piedra
55292,1,33,0,1,1,0,1,1,Puente Piedra
55293,1,20,0,0,1,0,0,1,Puente Piedra
55294,1,14,0,0,1,1,0,1,Puente Piedra
55295,1,42,0,0,1,0,0,0,Puente Piedra
55296,1,12,0,0,1,1,0,1,Puente Piedra
55297,1,31,0,1,1,1,0,1,Puente Piedra
55298,1,21,0,0,1,0,1,0,Puente Piedra
55299,1,38,0,1,1,0,0,1,Puente Piedra
55300,1,36,0,1,1,0,1,1,Puente Piedra
55301,1,15,0,0,1,1,0,1,Puente Piedra
55302,1,45,0,1,1,0,0,1,Puente Piedra
55303,1,30,0,1,1,0,0,0,Puente Piedra
55304,1,30,0,1,1,0,1,1,Puente Piedra
55305,1,49,0,1,1,0,0,1,Puente Piedra
55306,1,29,0,1,1,0,0,1,Puente Piedra
55307,1,9,0,0,1,1,0,1,Puente Piedra
55309,1,6,0,0,1,0,0,1,Puente Piedra
55310,1,3,0,0,1,0,0,1,Puente Piedra
55312,1,34,0,1,1,0,0,1,Puente Piedra
55315,1,32,0,1,1,0,1,1,Ancon
55316,1,58,0,1,1,0,1,0,Puente Piedra
55318,1,46,0,1,1,0,0,1,Puente Piedra
55321,1,24,0,1,1,0,1,1,Puente Piedra
55323,1,30,0,1,1,0,1,1,Carabayllo
55324,1,5,0,0,1,1,0,1,Puente Piedra
55325,1,5,0,0,1,1,0,1,Puente Piedra
55326,1,2,0,0,1,0,0,1,Puente Piedra
55327,1,2,0,0,1,0,0,1,Puente Piedra
55329,1,42,0,1,1,0,0,1,Puente Piedra
55331,1,17,0,0,1,1,0,1,Puente Piedra
55332,1,31,0,1,1,0,0,0,Puente Piedra
55333,1,51,0,1,1,0,0,1,Puente Piedra
55334,0,4,0,0,1,0,0,0,Puente Piedra
55335,1,31,0,1,1,1,1,1,Puente Piedra
55336,1,28,1,1,1,0,0,1,Puente Piedra
55337,1,58,0,1,1,0,1,1,Puente Piedra
55338,1,34,0,1,1,0,0,1,Puente Piedra
55339,1,24,0,1,1,0,1,1,Puente Piedra
55340,1,20,0,1,1,0,0,1,Puente Piedra
55341,1,20,0,1,1,0,0,1,Puente Piedra
55342,1,20,0,1,1,0,0,1,Puente Piedra
55343,1,18,0,1,1,0,0,1,Ate
55344,1,47,0,1,1,0,1,1,San Martin de Porres
55345,0,23,0,1,1,0,0,1,Puente Piedra
55346,1,33,0,1,1,0,1,1,Puente Piedra
55347,1,15,0,0,1,1,0,1,Puente Piedra
55348,1,10,0,0,1,1,0,1,Puente Piedra
55349,1,34,0,1,1,0,0,0,Puente Piedra
55352,1,22,0,1,1,0,0,0,Puente Piedra
55354,1,39,0,1,1,0,1,1,Puente Piedra
55355,1,51,0,1,1,0,1,1,Puente Piedra
55356,1,22,0,1,1,1,1,1,Puente Piedra
55357,1,26,0,1,1,0,1,1,Puente Piedra
55358,1,22,0,0,1,0,0,0,Puente Piedra
55359,1,45,0,1,1,0,1,0,La Victoria
55360,1,28,0,1,1,0,0,0,Comas
55361,1,21,0,1,1,0,0,1,Puente Piedra
55363,1,22,0,1,1,0,1,1,Puente Piedra
55364,1,15,0,0,1,1,0,1,Puente Piedra
55365,1,22,0,1,1,0,1,0,Puente Piedra
55366,1,48,0,1,1,0,1,1,Puente Piedra
55367,1,18,0,0,1,0,0,1,Puente Piedra
55368,1,68,0,1,1,0,0,1,Puente Piedra
55371,1,31,0,0,1,0,0,1,Puente Piedra
55373,1,30,0,1,1,0,0,1,Puente Piedra
55374,1,6,0,0,1,1,0,1,Puente Piedra
55376,1,26,0,1,1,0,1,1,Puente Piedra
55377,1,29,0,1,1,0,0,1,Puente Piedra
55378,1,20,0,1,1,0,1,1,Puente Piedra
55380,1,47,0,1,1,0,1,1,Puente Piedra
55381,1,21,0,1,1,0,0,1,Puente Piedra
55569,1,29,0,1,1,0,1,1,San Juan de Miraflores
55948,1,42,0,1,1,0,1,1,San Martin de Porres
55957,1,17,0,0,1,1,0,1,San Martin de Porres
56017,1,9,0,0,1,0,0,0,Villa Maria del Triunfo
56048,1,23,0,1,1,0,1,1,San Martin de Porres
56049,1,23,0,1,1,0,1,1,San Martin de Porres
56052,1,38,0,1,1,0,0,1,San Juan de Lurigancho
56080,1,37,0,1,1,0,1,1,San Martin de Porres
56105,1,5,0,0,1,1,0,1,Los Olivos
56127,1,23,0,0,1,1,0,1,Comas
56153,1,31,0,1,1,0,0,1,San Martin de Porres
56183,1,28,0,1,1,0,0,1,Lima
56213,1,14,0,0,1,1,0,1,Carabayllo
56242,1,24,0,1,1,0,1,1,Puente Piedra
57065,1,64,0,1,1,0,0,0,Santiago de Surco
57067,1,30,0,1,1,0,0,1,Santiago de Surco
57068,1,39,0,1,1,0,0,0,Santiago de Surco
57069,1,86,0,1,1,0,0,1,Santiago de Surco
57070,1,86,0,1,1,0,0,1,Santiago de Surco
57071,1,35,0,1,1,0,1,1,Santiago de Surco
57072,0,22,0,1,1,0,1,1,Santiago de Surco
57073,1,34,0,1,1,0,0,1,Santiago de Surco
57074,1,25,0,0,1,1,1,1,Santiago de Surco
57076,1,16,0,0,1,1,0,1,San Juan de Miraflores
57077,1,16,0,0,1,0,0,1,San Juan de Miraflores
57078,1,43,0,1,1,0,1,1,Villa Maria del Triunfo
57079,1,14,0,0,1,1,0,1,Santiago de Surco
57080,1,35,0,1,1,0,0,1,Santiago de Surco
57082,1,24,0,1,1,0,1,1,Santiago de Surco
57083,1,4,0,0,1,1,0,1,Santiago de Surco
57084,1,29,0,1,1,0,0,1,Villa Maria del Triunfo
57086,1,36,0,1,1,0,1,0,Santiago de Surco
57087,1,31,0,0,1,0,1,1,Santiago de Surco
57088,1,5,0,0,1,1,0,1,Santiago de Surco
57089,1,27,0,1,1,0,0,1,Santiago de Surco
57090,1,42,0,1,1,0,0,1,Santiago de Surco
57091,1,39,0,1,1,0,1,1,Santiago de Surco
57092,1,22,0,1,1,0,1,1,Santiago de Surco
57093,1,44,0,1,1,0,1,1,Santiago de Surco
57095,1,10,0,0,1,1,0,1,Santiago de Surco
57096,1,24,0,1,1,0,1,1,Santiago de Surco
57097,1,43,0,1,1,0,0,1,Santiago de Surco
57098,1,51,0,0,1,0,1,1,Santiago de Surco
57099,1,35,0,1,1,0,1,0,Pachacamac
57100,1,69,0,1,1,0,1,1,Santiago de Surco
57101,1,25,0,0,1,0,0,0,Santiago de Surco
57102,1,70,0,1,1,0,0,1,Chorrillos
57103,1,85,0,1,1,0,0,1,Santiago de Surco
57104,1,22,0,1,1,0,0,1,Santiago de Surco
57105,1,35,0,1,1,0,1,0,Santiago de Surco
57106,1,14,0,0,1,0,0,1,Santiago de Surco
57107,1,46,0,1,1,0,0,1,Santiago de Surco
57108,1,50,0,1,1,0,0,0,Santiago de Surco
57109,1,28,0,1,1,0,1,0,Santiago de Surco
57110,1,19,0,0,1,1,1,0,Santiago de Surco
57111,1,23,1,0,1,0,0,0,Santiago de Surco
57112,1,36,0,1,1,0,1,1,Santiago de Surco
57113,1,5,0,0,1,0,0,1,Santiago de Surco
57117,1,15,0,0,1,1,0,1,Santiago de Surco
57118,1,17,0,0,1,0,0,1,Santiago de Surco
57119,1,47,0,1,1,0,0,0,Santiago de Surco
57120,1,8,0,0,1,1,0,1,Santiago de Surco
57121,1,52,0,1,1,0,0,0,Santiago de Surco
57122,1,29,0,0,1,0,0,0,Santiago de Surco
57123,1,36,0,1,1,0,0,0,Santiago de Surco
57124,1,34,0,1,1,0,0,0,Villa Maria del Triunfo
57125,1,50,0,1,1,0,0,0,Santiago de Surco
57126,1,28,0,1,1,0,1,1,Santiago de Surco
57127,1,40,0,1,1,0,1,1,Santiago de Surco
57128,0,34,0,1,1,0,0,1,Santiago de Surco
57129,1,17,0,0,1,1,0,0,Santiago de Surco
57130,1,10,0,0,1,1,0,0,Santiago de Surco
57131,1,36,0,1,1,0,1,1,Santiago de Surco
57133,1,29,0,1,1,0,0,1,Santiago de Surco
57134,1,24,0,1,1,0,1,1,Santiago de Surco
57135,1,74,0,1,1,0,0,1,Santiago de Surco
57137,1,50,0,1,1,0,1,1,Santiago de Surco
57138,1,34,0,0,1,0,1,1,Santiago de Surco
57139,1,16,0,0,1,0,0,1,Chorrillos
57140,1,58,0,1,1,0,0,1,Santiago de Surco
57141,1,26,0,1,1,0,1,1,Villa Maria del Triunfo
57143,1,54,0,1,1,0,0,0,Santiago de Surco
57144,1,34,0,1,1,0,1,1,Santiago de Surco
57145,1,3,0,0,1,0,0,1,Santiago de Surco
57146,1,12,0,1,1,0,0,0,Santiago de Surco
57147,1,12,0,1,1,0,0,1,Santiago de Surco
57148,0,13,0,0,1,0,0,0,Santiago de Surco
57149,1,42,0,0,1,0,1,0,Santiago de Surco
57150,1,23,0,0,1,0,0,1,Jesus Maria
57151,1,37,0,1,1,0,0,1,Santiago de Surco
57152,1,27,0,1,1,0,1,1,Santiago de Surco
57153,1,21,0,0,1,0,1,1,Santiago de Surco
57154,1,24,0,0,1,0,0,1,Santiago de Surco
57155,1,24,0,0,1,0,0,1,Santiago de Surco
57156,1,22,0,1,1,0,0,1,Santiago de Surco
57157,1,30,0,1,1,0,0,1,Santiago de Surco
57158,1,10,0,0,1,0,0,0,Santiago de Surco
57159,1,78,0,1,1,0,0,0,Santiago de Surco
57160,1,47,0,1,1,0,0,1,Santiago de Surco
57162,1,14,0,0,1,1,0,0,Santiago de Surco
57163,1,12,0,0,1,0,0,0,Chorrillos
57164,1,27,0,1,1,0,0,0,Santiago de Surco
57165,1,54,0,1,1,0,0,1,Santiago de Surco
57166,1,21,0,1,1,0,1,0,Santiago de Surco
57167,1,40,0,1,1,0,1,1,Breña
57168,1,23,0,1,1,0,1,1,Santiago de Surco
57169,1,2,0,0,1,0,0,1,Santiago de Surco
57170,1,50,0,0,1,0,0,1,Villa El Salvador
57171,1,5,0,0,1,0,0,0,Santiago de Surco
57172,1,5,0,0,1,0,0,0,Santiago de Surco
57175,1,32,0,0,1,0,0,0,Santiago de Surco
57177,0,16,0,0,1,1,0,0,Santiago de Surco
57178,1,42,0,1,1,0,0,1,Los Olivos
57179,0,26,0,0,1,0,1,1,Santiago de Surco
57185,1,52,0,1,1,0,1,1,Santiago de Surco
57187,1,41,0,0,1,0,0,1,Santiago de Surco
57188,1,36,0,1,1,0,1,0,Santiago de Surco
57189,0,25,0,0,1,0,0,0,Santiago de Surco
57190,1,54,0,1,1,0,1,1,Santiago de Surco
57191,1,16,0,0,1,1,0,1,Santiago de Surco
57192,1,51,0,1,1,0,1,1,Santiago de Surco
57193,1,30,0,1,1,0,1,0,Santiago de Surco
57194,1,7,0,0,1,1,0,0,Santiago de Surco
57195,1,15,0,0,1,1,0,1,Santiago de Surco
57196,1,22,0,1,1,0,0,1,Santiago de Surco
57197,1,31,0,1,1,0,0,1,Santiago de Surco
57198,1,34,0,1,1,0,0,1,Lima
57199,1,15,0,0,1,1,0,1,Chorrillos
57200,1,25,0,1,1,0,0,1,Santiago de Surco
57201,0,26,0,1,1,0,0,0,Santiago de Surco
57205,1,39,0,1,1,0,0,0,Santiago de Surco
57206,1,17,0,1,1,0,0,0,Santiago de Surco
57207,1,42,0,1,1,1,1,1,Santiago de Surco
57208,1,28,0,1,1,0,0,0,Chorrillos
57209,1,37,0,1,1,0,0,1,Santiago de Surco
57210,1,20,0,0,1,1,0,0,San Juan de Miraflores
57211,1,71,0,1,1,0,0,1,Santiago de Surco
57212,1,16,0,0,1,0,0,1,Santiago de Surco
57213,1,19,0,0,1,0,0,0,Santiago de Surco
57214,1,23,0,0,1,0,0,0,Santiago de Surco
57215,1,23,0,0,1,0,0,0,Santiago de Surco
57216,1,25,0,0,1,1,0,1,Chorrillos
57217,1,21,0,0,1,1,0,0,Santiago de Surco
57218,1,33,0,1,1,0,1,0,San Juan de Miraflores
57219,1,12,0,0,1,1,0,1,Santiago de Surco
57220,1,12,0,0,1,1,0,1,Santiago de Surco
57221,1,18,0,1,1,0,0,0,San Juan de Miraflores
57222,1,8,0,0,1,1,0,1,Santiago de Surco
57223,1,13,0,0,1,1,0,0,Santiago de Surco
57224,1,41,0,1,1,0,0,0,Santiago de Surco
57225,1,48,0,1,1,1,1,1,Santiago de Surco
57226,1,8,0,0,1,1,0,1,Santiago de Surco
57227,1,17,0,0,1,1,0,1,Santiago de Surco
57229,1,49,0,1,1,0,1,1,Santiago de Surco
57231,1,37,0,1,1,0,0,1,Santiago de Surco
57232,1,40,0,1,1,0,1,1,Santiago de Surco
57234,1,40,0,1,1,0,0,1,Santiago de Surco
57235,1,25,0,0,1,0,0,1,Santiago de Surco
57236,1,48,0,1,1,0,0,1,San Bartolo
57237,1,41,0,1,1,0,1,0,Santiago de Surco
57239,1,40,0,1,1,0,1,0,Santiago de Surco
57240,1,36,0,1,1,0,1,1,Santiago de Surco
57242,1,10,0,0,1,0,0,0,Santiago de Surco
57243,1,10,0,0,1,0,0,0,Santiago de Surco
57244,1,15,0,0,1,1,0,1,Santiago de Surco
57245,1,2,0,0,1,0,0,1,Santiago de Surco
57246,1,44,0,1,1,0,0,1,Santiago de Surco
57247,1,25,0,1,1,0,1,1,Santiago de Surco
57248,1,15,0,0,1,1,0,1,Santiago de Surco
57249,1,51,0,1,1,0,1,0,Santiago de Surco
57250,1,27,0,1,1,0,0,0,Santiago de Surco
57251,1,6,0,0,1,0,0,1,Santiago de Surco
57252,1,46,0,1,1,0,0,1,Santiago de Surco
57253,1,19,0,0,1,1,0,0,Santiago de Surco
57254,1,44,0,1,1,0,1,1,Santiago de Surco
57255,1,10,0,0,1,1,0,1,Santiago de Surco
57256,1,7,0,0,1,1,0,1,Santiago de Surco
57259,1,12,0,0,1,1,0,1,Santiago de Surco
57260,1,46,0,1,1,0,0,1,Santiago de Surco
57261,1,62,0,0,1,0,0,1,Santiago de Surco
57262,1,62,0,1,1,0,0,1,Santiago de Surco
57263,1,53,0,1,1,0,1,1,Santiago de Surco
57264,0,40,0,1,1,0,1,0,Santiago de Surco
57265,1,57,0,1,1,0,1,0,San Juan de Miraflores
57266,1,27,0,1,1,0,0,1,Santiago de Surco
57267,1,73,0,1,1,0,0,1,Santiago de Surco
57268,1,43,0,1,1,0,0,1,Santiago de Surco
57269,1,40,0,1,1,0,0,1,Santiago de Surco
57270,1,6,0,0,1,1,0,1,Santiago de Surco
57271,1,6,0,0,1,1,0,1,Santiago de Surco
57272,1,41,0,1,1,0,1,0,Santiago de Surco
57273,1,3,0,0,1,0,0,1,Santiago de Surco
57274,1,29,0,1,1,1,1,1,Santiago de Surco
57275,1,8,0,0,1,1,0,1,Santiago de Surco
57276,1,51,0,1,1,0,0,1,Santiago de Surco
57277,1,9,0,0,1,1,0,1,Santiago de Surco
57278,1,9,0,0,1,1,0,1,Santiago de Surco
57279,1,24,0,0,1,0,1,1,Santiago de Surco
57280,1,53,0,1,1,0,0,0,Santiago de Surco
57281,1,61,0,1,1,0,0,1,Santiago de Surco
57282,1,1,0,0,1,0,0,1,Chorrillos
57283,1,16,0,0,1,1,0,1,Santiago de Surco
57284,1,21,0,1,1,0,0,1,Santiago de Surco
57285,1,40,0,1,1,0,0,1,Santiago de Surco
57286,1,17,0,0,1,0,0,1,Santiago de Surco
57287,1,41,0,1,1,0,1,1,Santiago de Surco
57288,0,25,0,1,1,0,1,0,Santiago de Surco
57290,1,28,0,1,1,0,1,1,Santiago de Surco
57292,1,43,0,1,1,0,1,0,Santiago de Surco
57294,1,39,0,1,1,0,1,1,Santiago de Surco
57296,1,38,0,1,1,0,1,0,Santiago de Surco
57297,1,17,0,0,1,0,0,0,Santiago de Surco
57298,0,54,0,1,1,0,1,0,Santiago de Surco
57299,1,23,0,0,1,0,1,1,Santiago de Surco
57300,1,29,0,0,1,0,0,0,Chorrillos
57301,1,25,0,1,1,0,0,1,Santiago de Surco
57302,1,20,0,0,1,1,0,1,San Juan de Lurigancho
57303,1,25,0,0,1,0,1,1,Santiago de Surco
57304,1,40,0,0,1,0,0,0,Santiago de Surco
57305,1,4,0,0,1,1,0,1,Santiago de Surco
57306,1,58,0,1,1,0,0,1,Santiago de Surco
57307,1,49,0,1,1,0,0,0,San Juan de Miraflores
57308,1,42,0,1,1,0,1,1,Santa Anita
57310,1,45,0,1,1,0,0,0,Villa Maria del Triunfo
57311,1,17,0,0,1,1,0,1,Villa Maria del Triunfo
57312,1,10,0,0,1,1,0,1,Villa Maria del Triunfo
57315,1,70,0,1,1,0,0,1,Santiago de Surco
57316,1,13,0,0,1,1,0,1,Santiago de Surco
57317,1,58,0,1,1,0,0,0,Santiago de Surco
57319,1,47,0,1,1,0,0,1,Santiago de Surco
57320,1,16,0,0,1,0,0,1,Santiago de Surco
57321,1,46,0,1,1,0,0,1,Santiago de Surco
57322,1,20,0,0,1,0,0,1,Santiago de Surco
57323,1,75,0,1,1,0,0,1,Santiago de Surco
57324,1,31,0,1,1,1,0,1,Santiago de Surco
57325,1,44,0,1,1,0,1,1,Santiago de Surco
57326,1,87,0,1,1,0,0,1,Santiago de Surco
57327,1,13,0,0,1,1,0,1,Santiago de Surco
57328,1,26,0,0,1,0,1,0,Santiago de Surco
57329,1,59,0,0,1,0,1,1,Santiago de Surco
57330,1,59,0,0,1,0,1,1,Santiago de Surco
57331,1,59,0,0,1,0,1,1,Santiago de Surco
57332,1,69,0,0,1,0,0,1,Santiago de Surco
57333,1,69,0,0,1,0,0,1,Santiago de Surco
57334,1,69,0,0,1,0,0,1,Santiago de Surco
57335,1,31,0,1,1,0,0,1,Santiago de Surco
57336,1,12,0,0,1,1,0,1,Santiago de Surco
57337,1,39,0,1,1,0,1,1,Chorrillos
57338,1,12,0,0,1,1,0,1,Santiago de Surco
57340,1,43,0,1,1,0,1,1,Santiago de Surco
57341,1,35,0,1,1,0,1,1,Santiago de Surco
57342,1,87,0,1,1,0,0,1,Santiago de Surco
57343,1,87,0,1,1,0,0,1,Santiago de Surco
57344,1,23,0,0,1,0,1,1,San Borja
57345,1,54,0,1,1,0,1,1,San Borja
57346,1,12,0,0,1,1,0,1,Santiago de Surco
57347,1,45,0,1,1,0,1,1,Santiago de Surco
57348,1,15,0,0,1,1,0,0,Santiago de Surco
57351,1,42,0,1,1,0,1,1,Santiago de Surco
57352,1,58,0,1,1,0,1,1,Santiago de Surco
57353,1,20,0,0,1,0,0,0,Chorrillos
57355,1,15,0,0,1,1,0,0,Santiago de Surco
57356,1,26,0,1,1,0,0,0,Santiago de Surco
57357,1,11,0,0,1,1,0,1,Santiago de Surco
57358,1,47,0,1,1,0,0,1,Santiago de Surco
57359,1,46,0,1,1,1,1,0,Santiago de Surco
57361,1,40,0,1,1,0,1,1,Santiago de Surco
57362,1,48,0,1,1,0,0,0,Santiago de Surco
57363,1,50,0,1,1,0,0,0,Santiago de Surco
57364,1,37,0,1,1,0,1,1,Santiago de Surco
57365,1,12,0,0,1,1,0,1,Santiago de Surco
57367,1,77,0,1,1,0,0,1,San Juan de Miraflores
57368,1,42,0,1,1,0,0,1,Santiago de Surco
57369,1,12,0,0,1,1,0,1,Los Olivos
57370,1,56,0,1,1,0,0,1,Santiago de Surco
57371,1,31,0,1,1,0,0,0,Santiago de Surco
57372,1,25,0,1,1,0,0,1,Santiago de Surco
57373,1,17,0,0,1,1,0,1,Santiago de Surco
57374,1,17,0,0,1,1,0,1,Santiago de Surco
57375,1,13,0,0,1,1,0,0,Santiago de Surco
57376,1,43,0,1,1,0,1,1,Santiago de Surco
57377,1,16,0,0,1,1,0,1,Santiago de Surco
57378,1,10,0,0,1,1,0,1,Santiago de Surco
57379,1,8,0,0,1,1,0,1,Santiago de Surco
57380,1,40,0,1,1,0,1,1,Santiago de Surco
57381,1,28,0,1,1,0,0,1,Santiago de Surco
57384,1,4,0,0,1,0,0,1,Santiago de Surco
57385,1,3,0,0,1,1,0,1,Santiago de Surco
57386,1,6,0,0,1,1,0,1,Santiago de Surco
57387,1,11,0,0,1,1,0,1,Santiago de Surco
57390,1,24,0,1,1,0,1,1,Rimac
57391,1,1,0,0,1,0,0,1,Santiago de Surco
57392,1,41,0,1,1,0,0,0,Santiago de Surco
57393,1,77,0,0,1,0,0,1,Santiago de Surco
57394,1,77,0,0,1,0,0,1,Santiago de Surco
57396,1,28,0,1,1,0,0,0,Santiago de Surco
57397,1,39,0,1,1,0,0,0,Santiago de Surco
57398,1,6,0,0,1,1,0,0,Santiago de Surco
57399,1,43,0,1,1,0,0,1,Santiago de Surco
57400,1,13,0,0,1,1,0,1,Chorrillos
57401,1,12,0,0,1,1,0,1,Santiago de Surco
57402,1,36,0,1,1,0,0,0,Santiago de Surco
57403,1,39,0,1,1,0,1,1,Santiago de Surco
57404,1,36,0,1,1,1,0,1,Santiago de Surco
57405,1,3,0,0,1,0,0,1,Santiago de Surco
57406,1,30,0,1,1,1,1,1,Santiago de Surco
57410,1,10,0,0,1,1,0,1,Santiago de Surco
57411,1,35,0,1,1,0,1,1,San Juan de Miraflores
57412,1,33,0,1,1,1,1,1,Villa Maria del Triunfo
57413,1,50,0,1,1,0,0,1,Santiago de Surco
57414,1,12,0,0,1,1,0,1,Santiago de Surco
57415,1,68,0,1,1,0,0,1,Santiago de Surco
57416,1,69,0,0,1,0,0,1,Santiago de Surco
57418,1,35,0,1,1,0,1,1,Santiago de Surco
57419,1,24,0,0,1,0,1,0,Santiago de Surco
57420,1,12,1,0,1,1,0,1,Santiago de Surco
57421,1,42,0,1,1,0,1,0,Santiago de Surco
57423,1,37,0,1,1,0,0,1,Santiago de Surco
57424,1,36,0,1,1,0,1,0,Santiago de Surco
57427,1,20,0,0,1,0,0,0,Santiago de Surco
57428,1,30,0,0,1,1,1,1,Pueblo Libre
57429,1,39,0,1,1,0,1,1,Santiago de Surco
57430,1,37,0,0,1,0,1,0,Santiago de Surco
57431,1,54,0,1,1,0,1,1,Santiago de Surco
57432,1,30,0,1,1,1,0,1,Santiago de Surco
57433,1,14,0,0,1,1,0,0,Santiago de Surco
57434,1,15,0,0,1,1,0,1,Santiago de Surco
57435,1,45,0,1,1,0,1,1,Santiago de Surco
57436,1,62,0,1,1,1,0,1,Santiago de Surco
57437,1,15,0,0,1,1,0,1,Chorrillos
57879,1,35,0,1,1,0,1,1,San Juan de Lurigancho
57896,0,50,0,0,1,0,1,1,San Isidro
57901,1,22,0,1,1,0,1,1,Chorrillos
58028,1,22,0,1,1,0,1,0,Pucusana
58034,1,21,0,1,1,0,1,1,Pucusana
58188,1,33,0,1,1,0,0,1,Villa El Salvador
58189,1,33,0,1,1,0,0,1,Villa El Salvador
58190,1,5,0,0,1,1,0,1,Villa El Salvador
58191,1,5,0,0,1,1,0,1,Villa El Salvador
58202,1,10,0,0,1,1,0,1,Pucusana
58235,1,51,0,1,1,0,1,1,Pachacamac
58239,1,23,0,1,1,0,0,1,Pucusana
58247,1,44,0,0,1,0,1,1,Surquillo
58248,1,57,0,1,1,0,1,1,Surquillo
58249,1,37,0,1,1,0,1,1,San Martin de Porres
58250,1,46,0,1,1,0,1,1,Pueblo Libre
58251,1,48,0,0,1,0,1,0,Rimac
58253,1,26,0,1,1,0,1,1,San Borja
58254,1,27,0,1,1,0,0,1,San Borja
58255,1,25,0,0,1,0,1,1,Surquillo
58256,1,31,0,1,1,0,0,1,San Borja
58257,1,46,0,1,1,0,0,1,San Borja
58259,1,32,0,0,1,0,1,1,San Isidro
58260,1,38,0,1,1,0,1,1,Lima
58261,1,51,0,1,1,0,1,1,Los Olivos
58262,1,25,0,1,1,0,1,1,Santiago de Surco
58263,1,52,0,1,1,0,0,1,San Borja
58264,1,62,0,0,1,0,1,1,Santiago de Surco
58265,1,34,0,1,1,0,1,1,San Borja
58266,1,25,0,1,1,0,1,1,San Borja
58267,1,67,0,1,1,0,1,1,San Borja
58268,1,19,0,0,1,0,0,1,San Borja
58269,1,56,0,1,1,0,1,1,San Borja
58270,1,46,0,1,1,0,1,1,San Borja
58272,1,32,0,1,1,0,1,1,San Borja
58273,1,84,0,1,1,0,0,1,San Borja
58276,1,11,0,0,1,1,0,1,San Borja
58278,1,39,0,1,1,0,0,0,San Borja
58279,1,34,0,1,1,0,1,1,San Borja
58280,1,47,0,1,1,0,1,0,San Borja
58281,1,39,0,1,1,0,0,1,San Borja
58282,1,11,0,0,1,1,0,0,San Borja
58283,1,31,0,1,1,0,0,0,San Borja
58284,1,44,0,1,1,0,1,1,San Borja
58285,1,52,0,1,1,0,0,0,San Borja
58286,1,59,0,1,1,0,1,1,San Borja
58287,1,35,0,1,1,0,1,1,San Borja
58288,1,29,0,1,1,0,1,1,San Borja
58289,1,35,0,0,1,0,1,1,San Borja
58290,1,43,0,1,1,0,1,1,San Borja
58291,1,51,0,1,1,0,0,1,San Isidro
58292,1,23,0,1,1,0,1,1,San Borja
58293,1,31,0,0,1,0,1,1,Santiago de Surco
58294,1,44,0,0,1,0,1,0,Villa Maria del Triunfo
58295,1,86,0,0,1,0,0,0,San Borja
58296,1,86,0,0,1,0,0,0,San Borja
58297,1,86,0,0,1,0,0,0,San Borja
58298,1,41,0,0,1,0,1,1,San Borja
58299,1,38,0,1,1,0,1,1,Ate
58301,1,7,0,0,1,1,0,1,Ate
58304,1,6,0,0,1,1,0,1,La Victoria
58305,1,21,0,0,1,0,1,1,Independencia
58306,1,16,0,0,1,0,0,1,San Borja
58307,1,48,0,1,1,0,1,1,San Borja
58308,1,48,0,1,1,0,1,1,San Borja
58309,1,33,0,1,1,0,1,1,San Borja
58311,1,52,0,1,1,0,0,0,San Borja
58312,1,27,0,0,1,0,1,1,Santiago de Surco
58313,1,54,0,1,1,0,1,1,Surquillo
58314,1,48,0,1,1,0,0,1,Santiago de Surco
58315,1,48,0,1,1,0,0,1,Santiago de Surco
58317,1,21,0,0,1,0,0,1,San Borja
58318,1,33,0,1,1,0,1,1,San Borja
58320,1,16,0,0,1,0,0,0,Lima
58321,1,37,0,1,1,0,0,0,San Borja
58323,1,35,0,1,1,0,1,0,La Victoria
58324,1,8,0,0,1,0,0,1,Santiago de Surco
58325,1,8,0,0,1,0,0,1,Santiago de Surco
58326,1,8,0,0,1,0,0,1,Santiago de Surco
58327,1,8,0,0,1,0,0,1,Santiago de Surco
58328,1,34,0,1,1,0,0,0,Santiago de Surco
58330,1,41,0,1,1,0,1,1,San Borja
58331,1,57,0,1,1,0,1,0,San Borja
58332,1,30,0,1,1,0,1,0,San Borja
58333,1,86,0,1,1,0,0,1,San Borja
58334,1,30,0,1,1,0,1,1,San Borja
58335,1,37,0,1,1,0,1,1,San Borja
58336,1,42,0,1,1,0,1,1,San Borja
58337,1,31,0,1,1,0,1,1,San Borja
58338,1,43,0,1,1,0,1,1,San Borja
58339,1,22,0,1,1,1,1,1,San Borja
58340,1,15,0,0,1,1,0,1,San Borja
58341,1,44,0,1,1,0,1,1,San Borja
58342,1,49,0,1,1,0,0,1,Villa Maria del Triunfo
58344,1,7,0,0,1,1,0,1,San Borja
58346,1,31,0,0,1,0,1,0,San Borja
58351,1,28,0,1,1,0,1,1,San Borja
58352,1,43,0,1,1,0,1,1,San Borja
58353,1,56,0,0,1,0,0,1,San Borja
58354,1,44,0,1,1,0,1,1,San Luis
58355,1,34,0,1,1,0,1,1,San Borja
58356,1,81,0,1,1,0,0,1,San Borja
58358,1,54,0,1,1,0,1,0,San Borja
